TDAVGW v1.17n, TDIP data processed on 2021/05/18: Majuba
LINE:1N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
1800 2100 3000 3300 2 2 2 2 2550 2 -600 3 2 43.036 4.8 0.125 -93.46 507 0.06 29.15 0.07 57.5 1 434.6 45.94 35 28.34 24.3 21.13 18.9 16.93 15.4 14.07 13.03 12.1 11.24 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1500 1800 3300 3600 2 2 2 2 2550 2 -900 5 2 27.168 5.3 0.125 0.09 1014.6 0.03 6.94 0.15 6.841 1 429.7 20.39 9.9 7.067 5.9 4.9 4.439 3.939 3.5 3.133 2.967 2.622 2.439 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3300 3600 1500 1800 2 2 2 2 2550 2 -900 5 2 31.162 6 0.125 -6.456 1027.9 0.04 6.56 0.34 6.383 1 414.9 13.06 8.88 6.722 5.508 4.34 3.86 3.504 2.58 2.372 2.267 1.739 1.967 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1200 1500 3600 3900 2 2 2 2 2550 2 -1200 7 2 14.959 5 0.125 -8.921 1421.1 0.01 18.13 0.16 12.76 1 441 34.37 23.08 18.2 14.87 13.3 11.63 10.57 9.678 9.267 7.983 7.633 7.1 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2100 2400 3000 3300 2 2 2 2 2700 2 -450 2 2 106.8 3.5 0.125 -93.302 690.22 0.01 29.08 0.01 42.14 1 433.9 45.37 34.7 28.2 24.2 21.1 18.8 16.9 15.4 14.1 13 12.2 11.3 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1800 2100 3300 3600 2 2 2 2 2700 2 -750 4 2 26.163 4.8 0.125 -0.299 616.45 0.04 9.3 0.16 15.09 1 426.2 21.83 11.72 9.178 7.9 6.4 5.633 5.139 4.5 3.967 3.639 3.3 3.3 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1500 1800 3600 3900 2 2 2 2 2700 2 -1050 6 2 23.313 5.3 0.125 -10.592 1392.9 0.05 7.2 0.04 5.166 1 423.3 17.88 10.8 7.506 6.5 4.9 4.733 4.157 3.961 3.467 3.022 3.067 2.6 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1200 1500 3900 4200 2 2 2 2 2700 2 -1350 8 2 6.6047 5 0.125 16.105 896.37 0.01 18.9 0.3 21.09 1 443.2 36.63 23.7 19.07 15.26 13.63 11.73 11.07 9.933 9.7 8.1 8.078 7.278 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2400 2700 3000 3300 2 2 2 2 2850 2 -300 1 2 292.05 2.8 0.125 -91.826 589.82 0.01 25.36 0.04 43 1 426.9 39.2 30.33 24.53 21.05 18.37 16.4 14.73 13.4 12.37 11.4 10.5 9.904 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2100 2400 3300 3600 2 2 2 2 2850 2 -600 3 2 45.966 3.5 0.125 1.833 742.67 0.01 10.87 0.01 14.63 1 425.1 23.8 13.64 10.6 9.1 7.9 6.8 6.139 5.4 5 4.3 4.2 3.9 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1800 2100 3600 3900 2 2 2 2 2850 2 -900 5 2 18.234 4.8 0.125 -11.407 751.86 0.05 8.5 0.07 11.3 1 417.5 16.53 10.73 8.55 6.817 5.667 4.833 4.3 3.6 3.317 3.403 2.739 2.7 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1500 1800 3900 4200 2 2 2 2 2850 2 -1200 7 2 9.9046 5.3 0.125 15.25 887.7 0.07 7.69 0.53 8.667 1 425.7 20.01 11.7 7.767 6.384 5.3 4.722 3.85 3.761 3 3.267 2.574 2.584 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1200 1500 4200 4500 2 2 2 2 2850 2 -1500 9 2 7.0023 5 0.125 7.181 1306.7 0.01 23.62 0.12 18.08 1 461.5 48.97 29.72 23.9 19.53 17.3 14.9 13.93 12.53 12.23 10.57 9.933 9.2 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2400 2700 3300 3600 2 2 2 2 3000 2 -450 2 2 64.321 2.8 0.125 2.874 519.61 0.02 8.98 0.13 17.29 1 420.5 20.48 11.32 8.707 7.6 6.326 5.7 4.907 4.474 4.074 3.896 3.55 3.3 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2100 2400 3600 3900 2 2 2 2 3000 2 -750 4 2 25.892 3.5 0.125 -11.087 836.67 0.01 8.72 0.12 10.42 1 414.1 17.06 11.7 8.5 7.267 6.2 5.361 4.9 4.2 3.667 3.567 3.233 2.9 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1800 2100 3900 4200 2 2 2 2 3000 2 -1050 6 2 6.8416 4.8 0.125 14.017 451.36 0.02 8.2 0.04 18.17 1 418.4 17 10.43 8.248 6.485 5.333 4.4 4.026 3.084 2.8 2.943 2.55 2.186 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1500 1800 4200 4500 2 2 2 2 3000 2 -1350 8 2 10.113 5.3 0.125 6.093 1294.8 0.08 11.83 0.48 9.134 1 445 31.67 17.07 12.05 10.24 8.257 7.683 7.033 6.3 5.6 5.083 4.784 4.2 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1200 1500 4500 4800 2 2 2 2 3000 2 -1650 10 2 3.3859 5 0.125 3.3 842.45 0.02 27.77 0.34 32.97 1 466.9 51.5 34.42 27.87 22.43 20.13 17.17 15.99 14.7 14.43 11.2 11.43 10.33 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2700 3000 3300 3600 2 2 2 2 3150 2 -300 1 2 245.1 3.1 0.125 9.02 447.1 0.01 18.72 0.01 41.86 1 432.1 35.4 22.7 18.1 15.5 13.3 12.1 10.7 9.7 9 8.4 7.6 7 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2400 2700 3600 3900 2 2 2 2 3150 2 -600 3 2 30.568 2.8 0.125 -11.475 617.35 0.03 6.37 0.34 10.32 1 407.8 12.45 8.325 6.328 5.528 4.375 3.95 3.375 3.175 2.885 2.55 2.414 2.215 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2100 2400 3900 4200 2 2 2 2 3150 2 -900 5 2 8.2157 3.5 0.125 14.473 464.59 0.02 6.6 0.14 14.21 1 413.1 15.17 9.75 6.739 5.783 4.667 3.943 3.478 2.978 2.3 2.167 2.143 1.733 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1800 2100 4200 4500 2 2 2 2 3150 2 -1200 7 2 6.5559 4.8 0.125 6.307 648.77 0.01 12.47 0.52 19.23 1 437.9 28.83 16.13 13.35 10.8 8.722 7.4 6.455 5.9 5.033 4.667 4.206 3.848 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1500 1800 4500 4800 2 2 2 2 3150 2 -1500 9 2 4.7845 5.3 0.125 2.703 842.29 0.1 14.74 0.04 17.5 1 449.4 33.63 21.53 15.15 13.17 10.45 9.667 8.967 8.161 6.883 6.633 5.45 5.184 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2700 3000 3600 3900 2 2 2 2 3300 2 -450 2 2 81.295 3.1 0.125 -13.88 593.17 0.01 14.19 0.01 23.92 1 417.8 24.6 17.56 13.94 11.73 10.33 9.067 8.267 7.433 6.9 6.2 5.767 5.5 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2400 2700 3900 4200 2 2 2 2 3300 2 -750 4 2 8.9379 2.8 0.125 14.034 361.02 0.04 4.44 0.59 12.28 1 405.9 10.48 6.375 4.7 4.419 2.7 2.425 2.1 2.1 1.963 1.625 1.274 1.559 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2100 2400 4200 4500 2 2 2 2 3300 2 -1050 6 2 7.6968 3.5 0.125 7.01 696.39 0.02 11.94 0.34 17.15 1 430.7 27.53 16.4 12.04 10.2 8.833 7.122 6.95 5.8 5.1 4.7 4.517 3.767 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
1800 2100 4500 4800 2 2 2 2 3300 2 -1350 8 2 2.9589 4.8 0.125 2.384 418.3 0.01 16.5 0.72 39.44 1 442.3 30.33 20.74 17.3 14.25 11.46 9.533 8.355 7.306 6.691 6.55 5.55 5.4 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3000 3300 3600 3900 2 2 2 2 3450 2 -300 1 2 189.5 5 0.125 -15.282 214.32 0.01 29.39 0.01 137.1 1 435.6 47.4 35.16 28.4 24.3 21.4 19.1 17.24 15.67 14.53 13.3 12.46 11.74 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2700 3000 3900 4200 2 2 2 2 3450 2 -600 3 2 19.208 3.1 0.125 14.57 350.38 0.03 9.42 0.14 26.89 1 411.7 18.6 12.43 9.533 7.7 6.8 5.933 5.439 4.9 4.4 3.839 3.4 3.6 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2400 2700 4200 4500 2 2 2 2 3450 2 -900 5 2 7.7065 2.8 0.125 7.593 544.74 0.06 9.31 0.9 17.09 1 424.1 22.33 12.3 9.507 8.385 6.275 5.475 4.9 4.625 4.423 3.65 3.359 3.526 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2100 2400 4500 4800 2 2 2 2 3450 2 -1200 7 2 3.295 3.5 0.125 2.473 447.18 0.06 15.5 0.47 34.66 1 434 28.73 20.35 15.55 13.33 11.4 9.267 8.826 7.167 6.4 6.1 5.367 4.9 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3000 3300 3900 4200 2 2 2 2 3600 2 -450 2 2 31.978 5 0.125 14.243 144.67 0.01 26.84 0.07 185.5 1 432.4 44.2 32.14 26.1 22.13 19.4 17.53 15.5 14.1 13 12 11.22 10.42 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2700 3000 4200 4500 0 0 0 0 3600 0 -750 4 2 11.47 2.31 0.125 0 568.27 0.01 12.9 0.05 22.71 1 26.97 18.68 15.1 12.68 10.65 9.501 8.43 7.568 7.084 6.46 5.775 5.957 5.41 376653.1 4502437.975 1783.075 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 
2700 3000 4200 4500 2 2 2 2 3600 2 -750 4 2 15.592 3.1 0.125 9.073 568.82 0.01 14.32 0.19 25.18 1 427.8 30.03 18.12 13.97 11.72 10.2 9.1 8.5 7.357 6.833 6 5.7 5.4 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2400 2700 4500 4800 2 2 2 2 3600 2 -1050 6 2 3.1953 2.8 0.125 1.761 361.38 0.14 12.45 1.73 34.44 1 427.6 23.23 15.97 12.23 10.8 8.667 7.433 5.828 6.3 6.067 5.427 4.067 4.067 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3300 3600 3900 4200 2 2 2 2 3750 2 -300 1 2 305.5 5.9 0.125 14.57 292.81 0.02 12.08 0.01 41.24 1 409.2 20.3 14.8 11.7 9.961 8.6 7.8 6.939 6.2 5.833 5 4.9 4.533 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3000 3300 4200 4500 0 0 0 0 3750 0 -600 3 2 14.497 3.307 0.125 0 254.85 0.01 28.87 0.03 113.3 1 55.61 40.36 32.74 27.59 24.03 21.37 19.5 17.63 16.19 14.57 13.84 12.79 11.81 376768.125 4502343.95 1732.9 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 
3000 3300 4200 4500 2 2 2 2 3750 2 -600 3 2 22.193 5 0.125 8.89 250.99 0.01 32.54 0.12 129.7 1 449.4 56.33 38.93 31.44 26.9 23.7 21.24 18.73 17.23 15.94 14.74 13.67 12.73 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2700 3000 4500 4800 0 0 0 0 3750 0 -900 5 2 4.5079 2.31 0.125 0 382.98 0.01 15.91 0.08 41.53 1 33.94 23.08 18.6 15.78 13.17 11.5 10.38 9.349 8.597 7.91 7.001 7.423 6.628 376767.825 4502340.8 1815.1 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 
2700 3000 4500 4800 2 2 2 2 3750 2 -900 5 2 6.0665 3.1 0.125 3.244 387.32 0.01 17.21 0.36 44.43 1 430.6 29.85 21.8 16.97 13.6 12.27 10.88 10.13 8.833 8.367 7.117 6.3 6.739 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3300 3600 4200 4500 0 0 0 0 3900 0 -450 2 2 109.58 4.737 0.125 0 519.3 0.01 12.98 0.01 24.99 1 25.11 18.1 14.66 12.45 10.81 9.633 8.668 7.855 7.179 6.675 6.197 5.729 5.379 376883.925 4502248.075 1668.45 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 
3300 3600 4200 4500 2 2 2 2 3900 2 -450 2 2 136.6 5.9 0.125 9.573 523.7 0.01 14.66 0.07 27.99 1 422.5 27.9 17.93 13.9 12.3 10.5 9.4 8.533 7.561 7.1 6.3 6.067 5.6 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3000 3300 4500 4800 0 0 0 0 3900 0 -750 4 2 5.216 3.307 0.125 0 179.33 0.01 32.2 0.06 179.6 1 62.95 45.47 36.71 30.84 26.86 23.81 21.64 19.65 18.18 16.14 15.43 14.22 13.21 376882.85 4502246.775 1764.925 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 
3000 3300 4500 4800 2 2 2 2 3900 2 -750 4 2 7.8407 5 0.125 2.427 177.35 0.01 36.33 0.17 204.8 1 451.7 57.67 43.2 35.3 29.7 26.4 23.72 20.97 19.2 17.63 16.79 14.5 13.61 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
2700 3000 4800 5100 0 0 0 0 3900 0 -1050 6 2 3.5462 2.31 0.125 0 494.69 0.01 15.99 0.13 32.32 1 35.71 23.67 19.12 16 13.48 11.21 10.06 9.118 8.428 8.153 6.839 7.762 6.589 376882.15 4502243.575 1844.65 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 
3600 3900 4200 4500 0 0 0 0 4050 0 -300 1 2 528.67 6.188 0.125 0 495.07 0.01 11.13 0.01 22.49 1 21.53 15.58 12.6 10.68 9.311 8.253 7.417 6.735 6.16 5.678 5.267 4.906 4.588 376998.5 4502150.425 1631.825 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 
3300 3600 4500 4800 0 0 0 0 4050 0 -600 3 2 31.368 4.737 0.125 0 363.85 0.01 15.91 0.01 43.72 1 31.04 22.25 18.01 15.28 13.21 11.81 10.63 9.589 8.725 8.168 7.616 6.967 6.552 376998.65 4502150.9 1700.475 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 
3300 3600 4500 4800 2 2 2 2 4050 2 -600 3 2 38.844 5.9 0.125 4.12 372.3 0.02 17.75 0.07 47.66 1 423.9 27.73 21.3 17.14 14.8 12.9 11.34 10.34 8.9 8.467 7.661 7.233 6.439 378491.1 4500896.15 1646.6 * * * * * * * * * * * * 
3000 3300 4800 5100 0 0 0 0 4050 0 -900 5 2 3.7578 3.307 0.125 0 231.91 0.01 33.3 0.11 143.6 1 67.45 48.05 38.17 31.94 27.89 24.52 22.47 20.33 18.85 16.46 15.81 14.73 13.51 376997.175 4502149.55 1794.475 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 
2700 3000 5100 5400 0 0 0 0 4050 0 -1200 7 2 3.7016 2.31 0.125 0 759.55 0.03 17.17 0.17 22.61 1 40.03 26.31 20.9 17.51 13.75 12.26 10.74 9.483 9.195 8.421 6.819 8.631 7.431 376997.4 4502148.25 1850.175 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
3600 3900 4500 4800 0 0 0 0 4200 0 -450 2 2 106.56 6.188 0.125 0 389.46 0.01 13.91 0.01 35.73 1 26.89 19.44 15.72 13.34 11.65 10.32 9.28 8.435 7.725 7.114 6.597 6.144 5.754 377113.225 4502053.25 1663.85 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 
3300 3600 4800 5100 0 0 0 0 4200 0 -750 4 2 20.737 4.737 0.125 0 493.85 0.01 16.5 0.01 33.41 1 33.02 23.28 18.77 15.93 13.63 12.22 11 9.918 8.982 8.489 7.883 7.133 6.773 377112.975 4502053.675 1730.025 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 
3000 3300 5100 5400 0 0 0 0 4200 0 -1050 6 2 3.7062 3.307 0.125 0 358.47 0.02 35.01 0.14 97.67 1 73.8 51.94 40.61 33.56 29.3 26 23.61 21.31 20.36 16.66 16.72 15.41 13.78 377112.425 4502054.225 1800 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
2700 3000 5400 5700 0 0 0 0 4200 0 -1350 8 2 3.6448 2.31 0.125 0 1076 0.05 20.82 0.38 19.35 1 52.92 34.11 26.17 21.66 16.95 14.66 12.76 11.51 11.16 10.76 8.233 10.73 9.693 377112.475 4502051.275 1826.55 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
3900 4200 4500 4800 0 0 0 0 4350 0 -300 1 2 291.34 7.397 0.125 0 217.43 0.01 9.43 0.01 43.37 1 18.72 13.4 10.77 9.088 7.883 6.967 6.244 5.646 5.164 4.748 4.386 4.086 3.821 377227.625 4501956.45 1641.925 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 
3600 3900 4800 5100 0 0 0 0 4350 0 -600 3 2 56.6 6.188 0.125 0 530.92 0.01 15.97 0.01 30.09 1 31.33 22.41 18.07 15.33 13.39 11.85 10.67 9.71 8.893 8.158 7.589 7.046 6.598 377227.55 4501956.025 1693.4 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 
3300 3600 5100 5400 0 0 0 0 4350 0 -900 5 2 18.88 4.737 0.125 0 770.73 0.01 17.42 0.02 22.6 1 35.89 24.8 19.86 16.9 14.29 12.94 11.57 10.37 9.233 9.02 8.386 7.47 7.038 377228.225 4501958.35 1735.55 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
3000 3300 5400 5700 0 0 0 0 4350 0 -1200 7 2 3.3912 3.307 0.125 0 495.28 0.03 40.06 0.28 80.88 1 91.5 62.93 47.23 39.37 33.47 29.27 26.85 24.02 22.43 18.59 19.37 17.92 14.98 377227.5 4501957.25 1776.375 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
2700 3000 5700 6000 0 0 0 0 4350 0 -1500 9 2 0.9443 2.31 0.125 0 384.24 0.05 28.53 0.47 74.24 1 70.21 45.63 35.48 29.89 22.9 19.35 18.31 16.07 15.21 14.92 12.19 14.87 12.66 377227.025 4501954.65 1805.35 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
3900 4200 4800 5100 0 0 0 0 4500 0 -450 2 2 104.94 7.397 0.125 0 323.12 0.01 13.28 0.01 41.09 1 26 18.69 15.07 12.76 11.09 9.825 8.838 7.975 7.315 6.744 6.221 5.816 5.466 377341.95 4501859.225 1671.475 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 
3600 3900 5100 5400 0 0 0 0 4500 0 -750 4 2 44.537 6.188 0.125 0 817.68 0.01 17.36 0.03 21.23 1 34.89 24.56 19.65 16.61 14.58 12.86 11.63 10.58 9.661 8.865 8.251 7.657 7.186 377342.8 4501860.7 1698.925 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
3300 3600 5400 5700 0 0 0 0 4500 0 -1050 6 2 17.078 4.737 0.125 0 1123.6 0.01 20.49 0.04 18.24 1 44.3 29.78 23.48 20.08 16.73 15.16 13.56 12.08 10.56 10.61 9.694 8.689 8.254 377343.3 4501861.375 1711.925 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
3000 3300 5700 6000 0 0 0 0 4500 0 -1350 8 2 0.86245 3.307 0.125 0 180.31 0.05 48.87 0.49 271 1 108.4 74.28 57.31 47.86 39.96 35.24 33.21 29.36 26.75 21.69 23.73 21.47 17.51 377342.05 4501860.625 1755.175 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
2700 3000 6000 6300 0 0 0 0 4500 0 -1650 10 2 0.94281 2.31 0.125 0 510.04 0.05 30.27 0.36 59.35 1 69.94 45.05 37.08 30.17 24.38 21.16 20.14 18.41 15.83 12.87 11.64 16.5 13.4 377341.825 4501858.325 1789.2 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
4200 4500 4800 5100 0 0 0 0 4650 0 -300 1 2 502.35 6.37 0.125 0 460.93 0.01 12.9 0.01 27.99 1 24.54 17.93 14.56 12.37 10.79 9.578 8.6 7.812 7.151 6.612 6.13 5.7 5.332 377457.8 4501763.85 1676.975 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 
3900 4200 5100 5400 0 0 0 0 4650 0 -600 3 2 62.102 7.397 0.125 0 467.29 0.01 15.41 0.01 32.97 1 30.37 21.66 17.41 14.76 12.89 11.4 10.3 9.258 8.52 7.87 7.253 6.832 6.423 377457.2 4501763.9 1677 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
3600 3900 5400 5700 0 0 0 0 4650 0 -900 5 2 36.03 6.188 0.125 0 1166.5 0.01 20.57 0.06 17.63 1 43.47 29.69 23.48 19.71 17.36 15.2 13.78 12.49 11.39 10.36 9.735 8.965 8.329 377457.875 4501763.725 1675.3 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
3300 3600 5700 6000 0 0 0 0 4650 0 -1200 7 2 4.169 4.737 0.125 0 412.25 0.02 27.87 0.09 67.61 1 60.31 40.81 32.22 27.4 22.96 20.43 18.19 16.39 14.68 14.51 13.06 11.83 11.59 377457.85 4501764.75 1690.725 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
3000 3300 6000 6300 0 0 0 0 4650 0 -1500 9 2 0.93928 3.307 0.125 0 269.13 0.02 46.01 0.2 171 1 97.3 67.54 54.5 43.98 38.17 33.42 30.23 27.56 26.28 21.73 22.12 19.15 17.56 377456.85 4501764.3 1739.025 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
2700 3000 6300 6600 0 0 0 0 4650 0 -1800 11 2 0.73434 2.31 0.125 0 518.39 0.07 24.12 0.39 46.52 1 63.55 38.67 31.28 25.51 19.33 16.32 14.66 12.42 12.65 11.51 9.169 12.89 9.832 377456.4 4501761.9 1765.45 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
4200 4500 5100 5400 0 0 0 0 4800 0 -450 2 2 184.87 6.37 0.125 0 658.12 0.01 16.79 0.01 25.52 1 31.62 23.14 18.83 16.05 14.07 12.51 11.21 10.23 9.399 8.707 8.077 7.529 7.035 377573.05 4501668.525 1682.5 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
3900 4200 5400 5700 0 0 0 0 4800 0 -750 4 2 40.638 7.397 0.125 0 616.65 0.01 19.05 0.03 30.9 1 38.9 27.16 21.66 18.22 15.95 14.04 12.75 11.38 10.46 9.767 8.828 8.411 7.971 377572.275 4501666.925 1653.375 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
3600 3900 5700 6000 0 0 0 0 4800 0 -1050 6 2 8.3639 6.188 0.125 0 434.09 0.01 28.22 0.11 65.02 1 59.3 40.64 32.13 26.93 23.76 20.93 18.94 17.08 15.5 14.12 13.33 12.1 11.15 377572.425 4501667.1 1654.1 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
3300 3600 6000 6300 0 0 0 0 4800 0 -1350 8 2 3.5951 4.737 0.125 0 506.27 0.02 31.72 0.1 62.65 1 68.35 45.95 36.61 30.7 25.83 23.31 21.14 18.77 16.95 15.82 15.33 13.67 12.98 377572.65 4501668.425 1674.575 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
3000 3300 6300 6600 0 0 0 0 4800 0 -1650 10 2 0.69268 3.307 0.125 0 265.55 0.05 43.53 0.46 163.9 1 99.08 67.99 53.22 41.99 35.59 31.23 29.87 27.58 25.29 18.6 20.61 18.45 15.92 377571.425 4501667.875 1715.275 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
2700 3000 6600 6900 0 0 0 0 4800 0 -1950 12 2 0.53056 2.31 0.125 0 474.29 0.1 25.14 0.48 53.01 1 64.08 40.95 34.01 27.42 20.07 15.87 15.42 13.24 11.86 10.31 9.008 15.3 11.72 377571.15 4501665.6 1747.175 375962.3 4503012.5 1970.9 376192.6 4502822.9 1930.6 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
4500 4800 5100 5400 0 0 0 0 4950 0 -300 1 2 294.58 4.269 0.125 0 378.82 0.01 14.96 0.01 39.48 1 28.09 20.64 16.82 14.31 12.5 11.12 10.01 9.085 8.363 7.708 7.161 6.695 6.284 377687.775 4501571.35 1714.525 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 
